x,Se agrega un nuevo libro,noteBook.UNA.Clases.Libro,28 - 12 - 2019,09:46:23,Se crea un nuevo libro de nombre HOA, del genero Aventura, de color  -65536 (en rgb) y de orden  1  
x,Se agrega un nuevo libro,noteBook.Nota,28 - 12 - 2019,09:46:27,Se crea una nueva nota de nombre AS, con la fuente , el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
