x,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,03:35:11,Se crea un nuevo libro de nombre sassx; del genero Aventura; de color  -65536 (en rgb) y de orden  1  
x,Se crea una nueva nota ,noteBook.Nota,05 - 01 - 2020,03:35:23,Se crea una nueva nota de nombre as; con la fuente Bahnschrift; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
