Ronny,Se crea una nueva nota ,noteBook.Nota,05 - 01 - 2020,03:36:07,Se crea una nueva nota de nombre afd; con la fuente Arial Black; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
Ronny,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,03:36:21,Se crea un nuevo libro de nombre libra; del genero Aventura; de color  -65536 (en rgb) y de orden  1  
Ronny,Se crea una nueva nota ,noteBook.Nota,05 - 01 - 2020,03:36:33,Se crea una nueva nota de nombre assx; con la fuente Script MT Bold; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
