x,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,11:51:30,Se crea un nuevo libro de nombre das; del genero Ciencias ficción; de color  -65536 (en rgb) y de orden  1  
x,Se crea una nueva nota ,noteBook.Nota,05 - 01 - 2020,11:52:22,Se crea una nueva nota de nombre Gerardo feo; con la fuente Bell MT; el color de la fuente en rgb es -65536 y el color del fondo en rgb es -256 
