x,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,12:15:25,Se crea un nuevo libro de nombre f; del genero Romance; de color  -65536 (en rgb) y de orden  1  
x,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,12:15:33,Se crea un nuevo libro de nombre h; del genero Aventura; de color  -65536 (en rgb) y de orden  1  
