Gerardo,Se agrega un nuevo libro,noteBook.UNA.Clases.Libro,03 - 01 - 2020,06:02:13,Se crea un nuevo libro de nombre sasd; del genero Ciencias ficción; de color  -65536 (en rgb) y de orden  1  
Gerardo,Se agrega un nuevo libro,noteBook.Nota,03 - 01 - 2020,06:02:26,Se crea una nueva nota de nombre asa; con la fuente ; el color de la fuente en rgb es -16711936 y el color del fondo en rgb es -16776961 
