Ronny,Se crea un nuevo libro ,noteBook.UNA.Clases.Libro,05 - 01 - 2020,03:17:58,Se crea un nuevo libro de nombre libro1; del genero Aventura; de color  -65536 (en rgb) y de orden  1  
Ronny,Se crea una nueva nota ,noteBook.Nota,05 - 01 - 2020,03:18:13,Se crea una nueva nota de nombre hello word; con la fuente Arial; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
