Ronny,Se crea una nueva nota ,noteBook.Nota,06 - 01 - 2020,04:54:22,Se crea una nueva nota de nombre csd; con la fuente Arial Black; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
Ronny,Se modifico la nota dssds,noteBook.Nota,06 - 01 - 2020,04:54:53,se modifico la nota csd; el nombre csd por el nombre dssds;la categoria sc se modifico por sd;la privacidad False se modifico por Publico;la privacidad Arial Black se modifico por Berlin Sans FB;se modifico en al fecha6/1/2020 16:54:53 ;
