x,Se agrega un nuevo libro,noteBook.UNA.Clases.Libro,03 - 01 - 2020,06:01:28,Se crea un nuevo libro de nombre s; del genero Ciencias ficción; de color  -65536 (en rgb) y de orden  1  
x,Se agrega un nuevo libro,noteBook.Nota,03 - 01 - 2020,06:01:34,Se crea una nueva nota de nombre sww; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
