26 - 12 - 2019,07:52:38,x,Se crea un nuevo libro de nombre a, del genero Aventura, de color  -65536 (en rgb) y de orden  1  ,noteBook.UNA.Clases.Libro
26 - 12 - 2019,07:52:48,x,Se crea un nuevo libro de nombre b, del genero Aventura, de color  -65536 (en rgb) y de orden  1  ,noteBook.UNA.Clases.Libro
26 - 12 - 2019,07:52:56,x,Se crea un nuevo libro de nombre c, del genero Aventura, de color  -65536 (en rgb) y de orden  1  ,noteBook.UNA.Clases.Libro
26 - 12 - 2019,07:53:02,x,Se crea un nuevo libro de nombre g, del genero Aventura, de color  -65536 (en rgb) y de orden  1  ,noteBook.UNA.Clases.Libro
