x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:08:29,El usuario x inicion sesion
x,Se crea un nuevo libro ,Libroasx,10 - 01 - 2020,04:08:35,Se crea un nuevo libro de nombre asx; del genero Aventura; de color  -65536 (en rgb) y de orden  1  
x,Libro eliminado,Libro asx,10 - 01 - 2020,04:08:44,Se elimino la libro asx
x,Se crea un nuevo libro ,LibroHarry Pothe,10 - 01 - 2020,04:09:22,Se crea un nuevo libro de nombre Harry Pothe; del genero Ciencias ficción; de color  -65536 (en rgb) y de orden  1  
x,Se crea una nueva nota ,Nota Numero pag,10 - 01 - 2020,04:10:05,Se crea una nueva nota de nombre Numero pag; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
x,Se crea una nueva nota ,Nota NumeroPag,10 - 01 - 2020,04:11:15,Se crea una nueva nota de nombre NumeroPag; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
x,Se crea una nueva nota ,Nota nota Priva,10 - 01 - 2020,04:11:46,Se crea una nueva nota de nombre nota Priva; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -8323328 
x,Se crea un nuevo libro ,LibroEl principi,10 - 01 - 2020,04:13:31,Se crea un nuevo libro de nombre El principi; del genero Ciencias ficción; de color  -65536 (en rgb) y de orden  2  
x,Se crea una nueva nota ,Nota Nota 1,10 - 01 - 2020,04:14:02,Se crea una nueva nota de nombre Nota 1; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:19:17,El usuario x inicion sesion
x,Se crea una nueva nota ,Nota nota 2,10 - 01 - 2020,04:20:27,Se crea una nueva nota de nombre nota 2; con la fuente ; el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:21:39,El usuario x inicion sesion
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:23:04,El usuario x inicion sesion
x,Cierre de sesión,Usuariox,10 - 01 - 2020,04:23:06,El usuario x cerro sesion
Ronny,Inicio de sesión,Usuariox,10 - 01 - 2020,04:23:14,El usuario x inicion sesion
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:28:50,El usuario x inicion sesion
x,Se crea un nuevo libro ,LibroHola mundo,10 - 01 - 2020,04:29:30,Se crea un nuevo libro de nombre Hola mundo; del genero Romance; de color  -16760704 (en rgb) y de orden  3  
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:30:32,El usuario x inicion sesion
x,Se crea un nuevo libro ,LibroCochinos,10 - 01 - 2020,04:30:52,Se crea un nuevo libro de nombre Cochinos; del genero Aventura; de color  -8388608 (en rgb) y de orden  4  
x,Inicio de sesión,Usuariox,10 - 01 - 2020,04:35:00,El usuario x inicion sesion
Ronny,Inicio de sesión,UsuarioRonny,10 - 01 - 2020,04:36:04,El usuario Ronny inicion sesion
