26 - 12 - 2019,02:15:49,x,Se crea una nueva nota de nombre zxc, con la fuente , el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 ,noteBook.Nota
26 - 12 - 2019,02:15:51,x,Se crea una nueva nota de nombre sdf, con la fuente , el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 ,noteBook.Nota
26 - 12 - 2019,02:15:54,x,Se crea una nueva nota de nombre , con la fuente , el color de la fuente en rgb es -7667712 y el color del fondo en rgb es -16776961 ,noteBook.Nota
